,sentence,DA_tag
1111,Uh huh,accept
1112,Ye yes,accept
1113,Yeah,accept
1114,Bye bye,farewell
1115,Right,accept
1116,Uh huh,accept
1117,Yeah,accept
1118,Uh huh,accept
1119,Uh huh,accept
1120,Well what kind of cash,wh-question
1121,Well to punish him for the crime but also to try and reeducate the man s thinking,accept
1122,Uh huh,accept
1123,Yeah,accept
1124,Yeah,accept
1125,Yeah,accept
1126,Uh huh,accept
1127,What is a fear of disease ?,wh-question
1128,yeah,accept
1129,Oh yeah,accept
1130,Uh huh,accept
1131,Yeah,accept
1132,Yeah,accept
1133,Right,accept
1134,Uh huh,accept
1135,Uh huh,accept
1136,Oh uh huh,accept
1137,uh huh,accept
1138,Right,accept
1139,Yeah,accept
1140,Yeah,accept
1141,Right,accept
1142,yeah,accept
1143,What author was appointed U.S. ambassador to Spain in 1842 ?,wh-question
1144,Yeah,accept
1145,Yeah,accept
1146,Uh huh,accept
1147,"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?",wh-question
1148,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?",wh-question
1149,Uh huh,accept
1150,Yeah,accept
1151,Yeah,accept
1152,Yeah,accept
1153,Uh huh,accept
1154,no,reject
1155,Yeah,accept
1156,Oh,accept
1157,Why Kingsley Iowa,wh-question
1158,Uh huh,accept
1159,Uh huh,accept
1160,Where do the adventures of `` The Swiss Family Robinson '' take place ?,wh-question
1161,Yeah,accept
1162,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,wh-question
1163,Uh huh,accept
1164,Uh huh,accept
1165,Uh huh,accept
1166,yeah,accept
1167,Yeah,accept
1168,Oh yes,accept
1169,Yes,accept
1170,Uh huh,accept
1171,Laughter Okay,farewell
1172,yeah,accept
1173,Uh huh,accept
1174,Spy on all developers.,imperative
1175,Nice talking to you,farewell
1176,Uh huh,accept
1177,What caused Shea &amp; Gould to close their L.A. office ?,wh-question
1178,Yeah,accept
1179,Uh huh,accept
1180,Uh huh,accept
1181,What are geckos ?,wh-question
1182,Right,accept
1183,Right,accept
1184,Oh uh huh,accept
1185,Right,accept
1186,What plant is rum made from ?,wh-question
1187,Yeah,accept
1188,What is power steering ?,wh-question
1189,Oh okay,accept
1190,What is the name of a Salt Lake City newspaper ?,wh-question
1191,How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,wh-question
1192,Uh huh,accept
1193,sure,accept
1194,Yeah,accept
1195,Yeah,accept
1196,yeah,accept
1197,What is the Scotch `` for people who know the difference '' ?,wh-question
1198,Yeah,accept
1199,Yeah,accept
1200,Uh huh,accept
1201,Uh huh,accept
1202,Yeah,accept
1203,Uh huh,accept
1204,Oh,accept
1205,Yeah,accept
1206,Uh huh,accept
1207,Yeah,accept
1208,What is the world record for the longest hair ?,wh-question
1209,and and tell your wife I hope we I get her again sometime too,farewell
1210,Uh huh,accept
1211,What character narrates Treasure Island ?,wh-question
1212,Yes,accept
1213,Uh huh,accept
1214,Who was Lauren Bacall 's first husband ?,wh-question
1215,Uh huh,accept
1216,Huh,accept
1217,The rest will just have to come with time,farewell
1218,uh huh,accept
1219,talking Yeah,accept
1220,Yeah,accept
1221,Thank you,farewell
1222,Yeah,accept
1223,Huh uh,accept
1224,Tapping Uh huh,accept
1225,Laughter But it has been fun talking to you,farewell
1226,Right,accept
1227,What country has been called The Queen of the Antilles ?,wh-question
1228,Uh huh,accept
1229,Bye,farewell
1230,Yeah,accept
1231,Oh yeah,accept
1232,Uh huh,accept
1233,Um,accept
1234,Very faint Yeah,accept
1235,Yeah,accept
1236,Uh huh,accept
1237,Uh huh,accept
1238,What is a Canada two-penny black ?,wh-question
1239,Uh huh,accept
1240,Oh yeah,accept
1241,Yeah,accept
1242,no,reject
1243,Oh okay,accept
1244,Yeah,accept
1245,right,accept
1246,Yeah,accept
1247,Children Yeah,accept
1248,Yeah,accept
1249,Uh yeah,accept
1250,Uh huh,accept
1251,Uh huh,accept
1252,Uh I guess not,accept
1253,Yeah,accept
1254,Child_crying Right,accept
1255,Very faint Uh huh,accept
1256,What is the origin of the word Ozymandias ?,wh-question
1257,Right,accept
1258,What animal causes the biggest threat to humans ?,wh-question
1259,How many different countries export coffee ?,wh-question
1260,Yeah,accept
1261,Yeah,accept
1262,Uh huh,accept
1263,Huh uh,accept
1264,Faint Uh huh,accept
1265,Yeah,accept
1266,Uh huh,accept
1267,Uh huh,accept
1268,What is the largest city in Texas ?,wh-question
1269,Yeah,accept
1270,Uh huh,accept
1271,Yeah,accept
1272,yeah,accept
1273,Yes,accept
1274,Uh huh,accept
1275,Uh huh,accept
1276,Yeah,accept
1277,What degree I mean what are you wanting to do after you get out of college,wh-question
1278,I have a bad back pause,reject
1279,Bye bye,farewell
1280,Yeah,accept
1281,Yes,farewell
1282,Oh,accept
1283,Right,accept
1284,Yeah,accept
1285,my name is Pat Johnson,greeting
1286,Uh huh,accept
1287,Oh,accept
1288,What shape-shifting menace did Rom come to Earth to fight ?,wh-question
1289,Yeah,accept
1290,Uh huh,accept
1291,Yeah,accept
1292,Uh huh,accept
1293,Uh huh,accept
1294,Bye,farewell
1295,yeah,accept
1296,Which program did you use,wh-question
1297,Right,accept
1298,Yeah,accept
1299,Uh huh,accept
1300,Yeah,accept
1301,Uh huh,accept
1302,How you doing,greeting
1303,Uh huh,accept
1304,What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?,wh-question
1305,Oh,accept
1306,Uh huh,accept
1307,Uh huh,accept
1308,Uh huh,accept
1309,What are the names of Jack 's original roommates on Three 's Company ?,wh-question
1310,Uh huh,accept
1311,Uh huh,accept
1312,Yeah,accept
1313,Yeah,accept
1314,yeah,accept
1315,Uh huh,accept
1316,Yeah,accept
1317,What is limbo ?,wh-question
1318,Uh huh,accept
1319,Yeah,accept
1320,Okay,farewell
1321,Right,accept
1322,Oh,accept
1323,Yeah,accept
1324,Right,accept
1325,Uh,accept
1326,Yeah,accept
1327,Uh huh,accept
1328,All right,accept
1329,Uh huh,accept
1330,It s it s so funny when you live in one part of the country you only see that perspective,farewell
1331,Uh huh,accept
1332,Yeah,accept
1333,Yeah,accept
1334,Uh huh,accept
1335,What does INRI stand for when used on Jesus ' cross ?,wh-question
1336,yeah,accept
1337,Right,accept
1338,What is the name of the Jewish alphabet ?,wh-question
1339,well I sure enjoyed,farewell
1340,Uh huh,accept
1341,uh huh,accept
1342,Yeah,accept
1343,Uh huh,accept
1344,Uh huh,accept
1345,Oh yeah,accept
1346,Um,accept
1347,Huh,accept
1348,Right,accept
1349,Yeah,accept
1350,Breathing Yeah,accept
1351,What kind of what kind of things do you write,wh-question
1352,Yeah,accept
1353,Laughter So well I think we ve discussed it good enough today,farewell
1354,Yeah,accept
1355,Uh huh,accept
1356,Yeah,accept
1357,Bye bye,farewell
1358,Yeah,accept
1359,How s the,wh-question
1360,How did you put that many miles on it in,wh-question
1361,Yeah,accept
1362,Who wrote The Secret Life of Walter Mitty ?,wh-question
1363,uh huh,accept
1364,Uh huh,accept
1365,yeah,accept
1366,Huh uh,accept
1367,Yeah,accept
1368,Right,accept
1369,Uh huh,accept
1370,Why is the word `` abbreviation '' so long ?,wh-question
1371,Yeah very faintly,accept
1372,What amount of folic acid should an expectant mother take daily ?,wh-question
1373,Uh yeah,accept
1374,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,wh-question
1375,Uh huh,accept
1376,Uh huh,accept
1377,Uh huh,accept
1378,Yeah,accept
1379,Yes,accept
1380,Why didn t it work last time,wh-question
1381,Uh huh very faint,accept
1382,Uh we did have a little bit of rain yesterday,reject
1383,Yeah,accept
1384,Yeah,accept
1385,Yeah,accept
1386,Uh huh laughter throat_clearing,accept
1387,Uh huh,accept
1388,Uh huh,accept
1389,Oh,accept
1390,Yeah,accept
1391,Yeah,accept
1392,Uh huh,accept
1393,Uh huh,accept
1394,Yeah,accept
1395,Uh huh,accept
1396,yeah,accept
1397,Yeah,accept
1398,What 's the second-highest mountain in the world ?,wh-question
1399,Yeah,accept
1400,Read,imperative
1401,In what city is the famed St. Mark 's Square ?,wh-question
1402,Yeah,accept
1403,Yeah,accept
1404,Yes,accept
1405,yeah,accept
1406,What state did Helen Keller call home ?,wh-question
1407,Yeah,accept
1408,Uh huh,accept
1409,no,reject
1410,Social changes,accept
1411,Uh huh,accept
1412,Yeah,accept
1413,Uh huh,accept
1414,by what do you mean by liberal um,wh-question
1415,Yeah,accept
1416,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,wh-question
1417,Uh huh,accept
1418,Uh huh,accept
1419,Yes,accept
1420,Huh uh,accept
1421,uh huh,accept
1422,Yes,accept
1423,Uh huh,accept
1424,What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,wh-question
1425,Yes laughter,accept
1426,Yeah,accept
1427,Uh huh,accept
1428,Uh huh,accept
1429,Yeah,accept
1430,Oh yeah,accept
1431,Uh huh,accept
1432,Bye bye,farewell
1433,Oh,accept
1434,Oh oh really,farewell
1435,Uh huh,accept
1436,Yeah,accept
1437,Yeah,accept
1438,Uh huh,accept
1439,How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,wh-question
1440,Yeah,accept
1441,Oh,accept
1442,Huh,accept
1443,Yeah,accept
1444,What lake in Scotland is said to hold one or more monsters ?,wh-question
1445,Uh huh,accept
1446,Oh yeah,accept
1447,yeah,accept
1448,Yeah,accept
1449,Uh huh,accept
1450,Uh huh,accept
1451,Um kay,accept
1452,Yes,accept
1453,Uh huh,accept
1454,Yeah,accept
1455,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",wh-question
1456,Uh huh,accept
1457,care,farewell
1458,"What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .",wh-question
1459,Yeah,accept
1460,What are `` darning needles '' and `` horse stingers '' better known as ?,wh-question
1461,What was the date of Iraq 's invasion of Kuwait ?,wh-question
1462,Yeah,accept
1463,yeah,accept
1464,What countries have the most auto thefts ?,wh-question
1465,Uh huh,accept
1466,right,accept
1467,Yeah,accept
1468,Yeah throat_clearing,accept
1469,Uh huh,accept
1470,Bye bye,farewell
1471,yeah,accept
1472,Yeah,accept
1473,What would you do,wh-question
1474,Yeah,accept
1475,Oh,accept
1476,What TV detective did Craig Stevens play ?,wh-question
1477,Yeah,accept
1478,Yeah,accept
1479,Right,accept
1480,Yeah,accept
1481,Yeah,accept
1482,yeah,accept
1483,Good luck in everything,farewell
1484,Yes,accept
1485,Yeah,accept
1486,Yeah,accept
1487,Oh yeah,accept
1488,Right,accept
1489,How old is Benny Carter ?,wh-question
1490,Who invented the pull-tab opener on cans ?,wh-question
1491,Yeah,accept
1492,go back to Louisiana.,imperative
1493,Hi Norma,greeting
1494,Uh huh,accept
1495,What American League baseball team 's worst finish between 1926 and 1964 was fourth ?,wh-question
1496,Yeah,accept
1497,Uh huh,accept
1498,Yeah,accept
1499,Yeah,accept
1500,What Batman character tools around on a Batcycle ?,wh-question
1501,Yeah,farewell
1502,Oh,accept
1503,Uh huh,accept
1504,So yeah,accept
1505,Uh huh,accept
1506,Uh huh,accept
1507,Yeah,accept
1508,What is the Homelite Inc. home page ?,wh-question
1509,Right,accept
1510,Uh huh,accept
1511,Uh huh,accept
1512,What year was the first automobile manufactured ?,wh-question
1513,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,wh-question
1514,Uh huh,accept
1515,Uh huh,accept
1516,How many acres in a mile ?,wh-question
1517,Huh,accept
1518,Right,accept
1519,uh huh,accept
1520,Yeah,accept
1521,Uh huh,accept
1522,Uh huh,accept
1523,Uh huh,accept
1524,Yeah,accept
1525,What city 's the kickoff point for climbs of Mount Everest ?,wh-question
1526,Oh really,farewell
1527,Right,accept
1528,Oh,accept
1529,Yeah,accept
1530,Uh huh,accept
1531,Oh yeah,accept
1532,Yeah,accept
1533,Yeah,accept
1534,right,accept
1535,Uh huh,accept
1536,Right,accept
1537,Laughter Yeah,accept
1538,Right,accept
1539,Uh huh,accept
1540,Laughter Yeah,accept
1541,What soap was touted as being `` for people who like people '' ?,wh-question
1542,Huh uh,accept
1543,How do you build a solar car for a high school experiment ?,wh-question
1544,Right,accept
1545,Uh huh,accept
1546,Yeah,accept
1547,Uh huh,accept
1548,I think you ll enjoy it,farewell
1549,Uh huh,accept
1550,Yeah,accept
1551,Yeah,accept
1552,Yeah,accept
1553,uh huh,accept
1554,"Who is John Macarthur , 1767-1834 ?",wh-question
1555,Uh huh,accept
1556,Keep hanky in pocket.,imperative
1557,nice talking to you,farewell
1558,Don't trouble the children.,imperative
1559,Yeah,accept
1560,Yeah,accept
1561,Your husband what what group is your husband in,wh-question
1562,How bad is it,wh-question
1563,Uh huh,accept
1564,Oh laughter,accept
1565,Right,accept
1566,Yeah,accept
1567,Sure,accept
1568,Uh huh,accept
1569,what is it called,wh-question
1570,What 's the name of the temple that is located near the capital city of Laos ?,wh-question
1571,What does Lloyd 's Lutine Bell announce ?,wh-question
1572,Well it was good to talk to you,farewell
1573,Yeah,accept
1574,Yeah,accept
1575,Uh huh,accept
1576,Oh,accept
1577,Okay,accept
1578,Uh huh,accept
1579,Yeah,accept
1580,Uh huh,accept
1581,When did Amtrak begin operations ?,wh-question
1582,Sure,accept
1583,Yeah,accept
1584,How does General Mills manufacture Cheerios ?,wh-question
1585,Uh huh,accept
1586,Uh huh,accept
1587,Yeah,accept
1588,Bye bye,farewell
1589,Yeah,accept
1590,Oh really,accept
1591,Yeah,accept
1592,What is so powerful about Power Bars ?,wh-question
1593,Uh huh,accept
1594,Uh huh,accept
1595,Yeah,accept
1596,Uh huh,accept
1597,Okay,accept
1598,Uh huh,accept
1599,Right,accept
1600,Uh huh,accept
1601,Uh huh,accept
1602,Uh huh,accept
1603,Huh,accept
1604,Yeah,accept
1605,What countries earn the most from tourism ?,wh-question
1606,Fold the blanket.,imperative
1607,Right,accept
1608,Sure,accept
1609,Yeah,accept
1610,Yeah,accept
1611,Oh,accept
1612,Right,accept
1613,What kind of work do you do,wh-question
1614,Oh,accept
1615,Uh huh,accept
1616,Uh huh,accept
1617,Faint Uh huh,accept
1618,Well gee my husband is from Richmond,farewell
1619,Uh huh,accept
1620,Yeah,accept
1621,Sure,accept
1622,Yeah,accept
1623,Uh huh,accept
1624,"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?",wh-question
1625,Oh okay,farewell
1626,Yeah,accept
1627,Right,accept
1628,uh huh,accept
1629,How many people in your band,wh-question
1630,Uh huh,accept
1631,Uh huh,accept
1632,Uh huh,accept
1633,Okay,accept
1634,Yes,accept
1635,Uh huh,accept
1636,Yeah,accept
1637,Uh huh,accept
1638,Right,accept
1639,Uh huh,accept
1640,Yeah,accept
1641,Uh huh,accept
1642,Yeah,accept
1643,Bye bye,farewell
1644,Uh huh,accept
1645,Uh huh,accept
1646,Right,accept
1647,Uh huh,accept
1648,Uh huh,accept
1649,Oh yeah,accept
1650,Yeah,accept
1651,What are the two languages of Malta ?,wh-question
1652,Yeah laughter,farewell
1653,What is considered the costliest disaster the insurance industry has ever faced ?,wh-question
1654,Uh huh,accept
1655,Uh huh,accept
1656,bye bye,farewell
1657,Right,accept
1658,What is money made of ?,wh-question
1659,Yeah,accept
1660,uh huh,accept
1661,What boxer 's life story is titled Raging Bull ?,wh-question
1662,Uh huh,accept
1663,Uh huh,accept
1664,Uh huh,accept
1665,what did they watch in college when you where in,wh-question
1666,Yeah,accept
1667,Bye,farewell
1668,Uh,accept
1669,Right,accept
1670,Oh,accept
1671,Breathing How should they do it,wh-question
1672,Uh huh,accept
1673,Yeah,accept
1674,Plano,farewell
1675,Bye bye,farewell
1676,Yeah,accept
1677,Yep,accept
1678,Uh huh,accept
1679,Right,accept
1680,Yeah,accept
1681,yeah,accept
1682,Oh,accept
1683,Yeah,accept
1684,What is the English translation for the word `` caliente '' ?,wh-question
1685,Um,accept
1686,Yeah,accept
1687,Who did Doris Day mean when she said : `` I call him Ernie because he 's certainly no Rock '' ?,wh-question
1688,Uh huh,accept
1689,Where is Procter &amp; Gamble based in the U.S. ?,wh-question
1690,Sure,accept
1691,Um,accept
1692,Yeah,accept
1693,something happen,farewell
1694,Uh huh,accept
1695,How many hours of work does it take a typist to complete a 100-page screenplay ?,wh-question
1696,Yeah,accept
1697,Yeah,accept
1698,Uh huh,accept
1699,Oh but uh anyway how did you get on this program,wh-question
1700,Well I enjoyed the topic,farewell
1701,Uh huh um,accept
1702,yeah,accept
1703,Uh huh,accept
1704,What 's a `` coup de poing '' to a French boxer ?,wh-question
1705,Yeah,accept
1706,Yeah,accept
1707,Yes,accept
1708,Yeah,accept
1709,Yeah,accept
1710,thanks,farewell
1711,Yeah,accept
1712,How much did it cost you for the paint for the outside,wh-question
1713,Uh huh,accept
1714,Uh huh,accept
1715,Yeah,accept
1716,Yeah,accept
1717,Yeah,accept
1718,How many home runs did Lou Gehrig have during his career ?,wh-question
1719,How long did you live there,wh-question
1720,Uh huh,accept
1721,Clicking So what is your opinion on on drug testing,wh-question
1722,Yeah,accept
1723,Who was credited with saying : `` I never met a man I did n't like '' ?,wh-question
1724,yeah,accept
1725,Uh huh,accept
1726,Well,accept
1727,Yeah,accept
1728,Yeah,accept
1729,When did Charles Lindbergh die ?,wh-question
1730,What 's the name of the Wilkes plantation in Gone with the Wind ?,wh-question
